Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
12000,1.4189384,932.3846153846154,-0.04980566,-8.490279336770376,-8.490279336770376,1.0
24000,1.4219669,352.3529411764706,0.1644561,18.906373360577753,18.906373360577753,1.0
36000,1.4297423,401.35714285714283,0.33909193,8.743678405367096,8.743678405367096,1.0
48000,1.4314352,421.0,0.60919297,2.3672420731906234,2.3672420731906234,1.0
60000,1.4321619,314.3076923076923,0.8282695,10.185898817502535,10.185898817502535,1.0
72000,1.4322196,307.57894736842104,0.5952442,18.070176199862832,18.070176199862832,1.0
84000,1.4281621,373.40625,1.0648997,10.807813256978989,10.807813256978989,1.0
96000,1.4285259,263.94871794871796,1.2192196,18.72125004976988,18.72125004976988,1.0
108000,1.4272575,511.7037037037037,3.8339267,40.63205275168786,40.63205275168786,1.0
120000,1.4232254,288.3,1.6009824,24.651219775037067,24.651219775037067,1.0
132000,1.4166526,305.3,2.1849325,15.597436715395023,15.597436715395023,1.0
144000,1.418672,383.52,2.020053,7.8839748822725735,7.8839748822725735,1.0
156000,1.4128468,368.3414634146341,3.4297109,27.85166673362255,27.85166673362255,1.0
168000,1.4204601,681.2666666666667,6.18103,23.228125751018524,23.228125751018524,1.0
180000,1.4224231,584.7272727272727,3.9964662,19.565909429029986,19.565909429029986,1.0
192000,1.4203707,797.7,7.0556664,6.24999966621399,6.24999966621399,1.0
204000,1.4150279,1007.6875,6.346897,0.7677785873413085,0.7677785873413085,1.0
216000,1.4132664,709.6470588235294,6.2185955,15.237255152534036,15.237255152534036,1.0
228000,1.4112778,573.4285714285714,3.4634037,-1.6484113874889554,-1.6484113874889554,1.0
240000,1.4082007,2015.1666666666667,8.788065,-18.50277817249298,-18.50277817249298,1.0
252000,1.4045855,1232.3,2.939256,5.633333158493042,5.633333158493042,1.0
264000,1.3964283,743.5714285714286,5.8218613,16.17111144065857,16.17111144065857,1.0
276000,1.389569,778.0,3.6762052,0.20512966009286734,0.20512966009286734,1.0
288000,1.3906487,931.5625,3.6179068,3.0077781677246094,3.0077781677246094,1.0
300000,1.3897843,826.1428571428571,4.774102,22.017779541015624,22.017779541015624,1.0
312000,1.3828903,437.0740740740741,3.239389,13.718518610353824,13.718518610353824,1.0
324000,1.3776441,529.8333333333334,5.0046,28.446377277374268,28.446377277374268,1.0
336000,1.3803916,439.037037037037,4.2685113,16.793210312172217,16.793210312172217,1.0
348000,1.3830562,424.24,4.46545,34.95192316862253,34.95192316862253,1.0
360000,1.3822969,743.6315789473684,4.116619,24.078703853819107,24.078703853819107,1.0
372000,1.373506,544.2380952380952,4.688729,7.989683911913917,7.989683911913917,1.0
384000,1.3664366,649.0555555555555,6.0617943,36.860185596677994,36.860185596677994,1.0
396000,1.3613976,607.1,4.737261,17.595001256465913,17.595001256465913,1.0
408000,1.3611469,308.1818181818182,6.099191,39.78695703589398,39.78695703589398,1.0
420000,1.3614036,747.9130434782609,6.4346395,32.03409050811421,32.03409050811421,1.0
432000,1.3599594,510.30434782608694,4.7266245,16.36159470806951,16.36159470806951,1.0
