Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
12000,1.4189383,434.92,0.4930058,-54.259329724311826,-54.259329724311826,1.0
24000,1.4134206,642.5,0.29448783,-73.96754218402661,-73.96754218402661,1.0
36000,1.4139496,599.3333333333334,0.022429034,-62.674559229298644,-62.674559229298644,1.0
48000,1.4099507,470.28,0.0856624,-36.197912688056626,-36.197912688056626,1.0
60000,1.4136837,502.625,-0.3055518,-39.445829555392265,-39.445829555392265,1.0
72000,1.4163983,715.7777777777778,-0.47577286,-75.49166358179517,-75.49166358179517,1.0
84000,1.4064144,418.3448275862069,-0.6309423,-38.30976750110758,-38.30976750110758,1.0
96000,1.4002571,332.030303030303,-0.86221534,-23.694114485207727,-23.694114485207727,1.0
108000,1.4011251,283.17021276595744,-0.59037524,-20.24716087605091,-20.24716087605091,1.0
120000,1.4006399,477.8076923076923,-0.9464236,-40.63866404056549,-40.63866404056549,1.0
132000,1.4045308,308.68,-1.0021698,-21.45399652481079,-21.45399652481079,1.0
144000,1.4070016,541.9230769230769,-0.50341684,-47.960894901018875,-47.960894901018875,1.0
156000,1.407098,314.8,-1.2102576,-19.01523542063577,-19.01523542063577,1.0
168000,1.4080461,593.12,-1.4000103,-63.732665042877194,-63.732665042877194,1.0
180000,1.4054586,215.96428571428572,-1.597996,-12.812200429184097,-12.812200429184097,1.0
192000,1.3988302,240.7058823529412,-1.232881,-8.769045821258,-8.769045821258,1.0
204000,1.3950297,383.59375,-0.9859642,-26.926038928329945,-26.926038928329945,1.0
216000,1.3941855,292.5151515151515,-1.8578941,-16.420831102877855,-16.420831102877855,1.0
228000,1.3933799,745.4583333333334,-1.2712607,-73.71805373827617,-73.71805373827617,1.0
240000,1.391543,288.6216216216216,-1.3317806,-20.93903334517228,-20.93903334517228,1.0
252000,1.3898691,287.7631578947368,-1.6043864,-17.661259490090448,-17.661259490090448,1.0
264000,1.386611,292.7317073170732,-1.6957276,-18.521949334842404,-18.521949334842404,1.0
276000,1.3829165,264.4074074074074,-0.6998819,-11.700307223531935,-11.700307223531935,1.0
288000,1.3778269,273.90697674418607,-0.67314297,-4.751548645108245,-4.751548645108245,1.0
300000,1.375192,217.07407407407408,-0.24709749,-8.054628282785416,-8.054628282785416,1.0
312000,1.3748478,297.5,-1.2777915,-16.547152827425702,-16.547152827425702,1.0
324000,1.3765664,168.09677419354838,-0.70866084,0.47142945206354536,0.47142945206354536,1.0
336000,1.3702083,244.775,-1.0164227,-7.551217512386601,-7.551217512386601,1.0
348000,1.36963,317.93333333333334,-1.595925,-27.767043950882826,-27.767043950882826,1.0
360000,1.3584601,198.44615384615383,0.07626783,-0.7533323691441463,-0.7533323691441463,1.0
372000,1.3499265,249.73584905660377,-0.85057694,-9.542331429719924,-9.542331429719924,1.0
384000,1.3443779,202.41379310344828,-0.15006462,-6.534664869308472,-6.534664869308472,1.0
396000,1.3416468,189.67924528301887,-0.5831169,-5.77487085048969,-5.77487085048969,1.0
408000,1.340383,251.3653846153846,-0.3128749,-11.323201845673953,-11.323201845673953,1.0
420000,1.3356858,202.63793103448276,-0.33577964,-4.643677093345543,-4.643677093345543,1.0
432000,1.3373774,191.45901639344262,0.4038779,0.396175247723939,0.396175247723939,1.0
444000,1.3344393,187.26415094339623,0.10931102,-0.9484271373388902,-0.9484271373388902,1.0
456000,1.3389435,174.5438596491228,0.7964422,5.472223070629856,5.472223070629856,1.0
468000,1.344195,197.67391304347825,-0.114035524,-2.815941325996233,-2.815941325996233,1.0
480000,1.3433926,119.06521739130434,0.82274413,8.032979105381255,8.032979105381255,1.0
492000,1.3352351,418.1363636363636,0.5093458,-35.44015171852979,-35.44015171852979,1.0
504000,1.3358054,243.6530612244898,-0.01858309,-10.927430108189583,-10.927430108189583,1.0
516000,1.3391712,174.9375,0.10681068,0.04932121111422169,0.04932121111422169,1.0
528000,1.3346041,394.5263157894737,0.3525076,-31.05654769177948,-31.05654769177948,1.0
540000,1.3352953,178.828125,1.6202637,3.6065111607313156,3.6065111607313156,1.0
552000,1.3295839,178.125,1.4431372,0.9203136479482055,0.9203136479482055,1.0
564000,1.3279833,179.3939393939394,1.2484881,-0.26741178711848473,-0.26741178711848473,1.0
576000,1.3309935,237.78571428571428,1.2819302,-4.064813867763236,-4.064813867763236,1.0
588000,1.3326086,157.12727272727273,1.5987463,3.343750953142132,3.343750953142132,1.0
600000,1.3310089,222.8507462686567,1.7724278,-2.694525907288736,-2.694525907288736,1.0
612000,1.3294055,125.16842105263157,2.100298,5.606667246944026,5.606667246944026,1.0
624000,1.328834,168.6027397260274,1.6966417,2.0764843356119442,2.0764843356119442,1.0
636000,1.3241284,226.19607843137254,1.2848071,-1.9111096379803676,-1.9111096379803676,1.0
648000,1.3188751,141.30588235294118,2.5525923,6.939804608681623,6.939804608681623,1.0
660000,1.316326,169.88135593220338,2.475352,7.484746813774109,7.484746813774109,1.0
672000,1.3152125,238.53703703703704,1.6865356,-10.00709777739313,-10.00709777739313,1.0
684000,1.3124008,176.86,1.6379054,2.9896674871444704,2.9896674871444704,1.0
696000,1.3089375,207.4025974025974,3.0687435,-4.762337436923733,-4.762337436923733,1.0
708000,1.308526,149.5,2.5220058,6.20062516182661,6.20062516182661,1.0
720000,1.3067591,141.01190476190476,2.3060176,3.3938501945563724,3.3938501945563724,1.0
732000,1.3035474,145.6547619047619,3.2093556,6.996386008808412,6.996386008808412,1.0
744000,1.3025569,171.1,2.147243,-1.7720647345126515,-1.7720647345126515,1.0
756000,1.3016497,143.1604938271605,2.8494859,2.12921886311637,2.12921886311637,1.0
768000,1.3014003,139.61797752808988,2.702965,5.38333358121722,5.38333358121722,1.0
780000,1.3055689,128.925,3.0159137,6.576338159449307,6.576338159449307,1.0
792000,1.306886,170.0281690140845,2.9217582,0.41976229974201745,0.41976229974201745,1.0
804000,1.301586,160.4857142857143,3.0567646,4.116667551653726,4.116667551653726,1.0
816000,1.2989088,202.75862068965517,2.7861807,-2.47356169388212,-2.47356169388212,1.0
828000,1.2974279,161.83544303797467,4.451023,2.485654583460168,2.485654583460168,1.0
840000,1.2936977,183.44285714285715,3.1837397,-0.3285705506801605,-0.3285705506801605,1.0
852000,1.2932817,147.85185185185185,3.0821908,1.0695482830942413,1.0695482830942413,1.0
864000,1.2917877,151.9047619047619,3.1558638,7.912239985540509,7.912239985540509,1.0
876000,1.2972391,209.44117647058823,3.319965,-2.7129349957651168,-2.7129349957651168,1.0
888000,1.2924427,120.6144578313253,3.6237679,5.257229624024356,5.257229624024356,1.0
900000,1.2905575,164.4047619047619,3.99103,1.301389210990497,1.301389210990497,1.0
912000,1.2850678,153.9090909090909,3.7077181,10.832338776161421,10.832338776161421,1.0
924000,1.2845569,219.0,4.0850344,2.068230226635933,2.068230226635933,1.0
936000,1.2843179,184.2280701754386,2.895706,-3.389422210363241,-3.389422210363241,1.0
948000,1.2888993,139.68421052631578,2.7408228,4.532099241091881,4.532099241091881,1.0
960000,1.2764385,188.50666666666666,3.6355977,-1.1970314979553223,-1.1970314979553223,1.0
972000,1.2724566,130.97619047619048,3.8419445,5.667451456715079,5.667451456715079,1.0
984000,1.2721131,133.82716049382717,3.3955424,6.998667078812917,6.998667078812917,1.0
996000,1.272526,106.97297297297297,3.947036,9.897590581193027,9.897590581193027,1.0
1008000,1.2692288,292.5925925925926,3.4031193,-8.293196920229464,-8.293196920229464,1.0
1020000,1.2703036,123.8225806451613,3.5622823,9.497320936194487,9.497320936194487,1.0
1032000,1.2736877,190.16071428571428,2.5888429,-1.3381352192264493,-1.3381352192264493,1.0
1044000,1.2774183,151.01612903225808,2.2032611,5.828182894533331,5.828182894533331,1.0
1056000,1.2745895,98.63461538461539,3.5609927,11.552985301658289,11.552985301658289,1.0
1068000,1.2659794,146.77777777777777,2.3397884,9.352857364927019,9.352857364927019,1.0
1080000,1.2624578,268.5,3.1262512,-13.761988661791149,-13.761988661791149,1.0
1092000,1.258164,108.0909090909091,3.9108586,12.509356909676603,12.509356909676603,1.0
1104000,1.2505217,253.61333333333334,3.4884543,-10.216000390847524,-10.216000390847524,1.0
1116000,1.248643,134.22222222222223,2.864111,0.6173716733153437,0.6173716733153437,1.0
1128000,1.2465582,134.50980392156862,2.937586,9.507692566284767,9.507692566284767,1.0
1140000,1.2453427,147.70833333333334,3.2103002,7.789007034707577,7.789007034707577,1.0
1152000,1.2465066,451.09090909090907,3.0597484,-49.4390914646062,-49.4390914646062,1.0
1164000,1.2478217,122.5979381443299,4.164478,7.275601757248652,7.275601757248652,1.0
1176000,1.2453595,91.88461538461539,4.2376614,10.642193881016743,10.642193881016743,1.0
1188000,1.2480379,120.51785714285714,3.1174657,4.389697241783142,4.389697241783142,1.0
1200000,1.2505441,134.25,4.5602856,7.3216046889623,7.3216046889623,1.0
1212000,1.2484598,225.39655172413794,4.270071,-7.009064452689991,-7.009064452689991,1.0
1224000,1.243232,155.49180327868854,5.6604705,13.527688695538428,13.527688695538428,1.0
1236000,1.2424482,471.70666666666665,4.604451,-47.25405546136805,-47.25405546136805,1.0
1248000,1.2411355,122.78651685393258,5.5812826,12.738951692085587,12.738951692085587,1.0
1260000,1.2344327,121.96666666666667,4.5423603,8.827037150330014,8.827037150330014,1.0
1272000,1.2317894,123.61728395061728,5.4732256,9.485833939909934,9.485833939909934,1.0
1284000,1.2290807,124.52808988764045,4.613268,10.78629664712482,10.78629664712482,1.0
1296000,1.2258161,272.625,4.759726,-13.919791951030493,-13.919791951030493,1.0
1308000,1.2250576,173.68627450980392,3.8428485,4.272222806425655,4.272222806425655,1.0
1320000,1.224642,233.36764705882354,4.3137712,-8.555636826683493,-8.555636826683493,1.0
1332000,1.2250408,134.41975308641975,5.817285,9.651235130098131,9.651235130098131,1.0
1344000,1.2213719,161.09302325581396,4.0028934,-1.1872092208196952,-1.1872092208196952,1.0
1356000,1.2184428,128.18279569892474,5.197211,9.610573990370638,9.610573990370638,1.0
1368000,1.2138073,115.81904761904762,4.3309216,6.825397174131303,6.825397174131303,1.0
1380000,1.2130722,117.97979797979798,5.427044,11.561616653143757,11.561616653143757,1.0
1392000,1.2139822,115.02083333333333,5.0091243,11.138194988171259,11.138194988171259,1.0
1404000,1.2083412,137.62337662337663,5.447584,9.516666962550236,9.516666962550236,1.0
1416000,1.201838,120.61,4.47008,3.941582613521152,3.941582613521152,1.0
1428000,1.1955976,182.95774647887325,4.959946,1.041080097077598,1.041080097077598,1.0
1440000,1.1989529,92.19626168224299,5.5824294,10.418981727074694,10.418981727074694,1.0
1452000,1.1993872,142.06493506493507,5.811658,12.588377342412347,12.588377342412347,1.0
1464000,1.2002803,130.40963855421685,5.1357183,7.016867822552302,7.016867822552302,1.0
1476000,1.2053192,134.30379746835442,6.8630037,15.25991038212905,15.25991038212905,1.0
1488000,1.1936917,107.37209302325581,5.636145,11.38443257520487,11.38443257520487,1.0
1500000,1.1908402,124.42647058823529,5.260533,12.250793732347942,12.250793732347942,1.0
1512000,1.1869338,117.1,4.434933,13.863332946733994,13.863332946733994,1.0
1524000,1.1813691,208.44444444444446,3.2638054,3.69567941515534,3.69567941515534,1.0
1536000,1.1776084,163.2,3.4273093,-5.613333015971714,-5.613333015971714,1.0
1548000,1.1739407,397.55,5.8043284,-35.015625975281,-35.015625975281,1.0
1560000,1.1723007,109.6421052631579,5.1448946,9.481648156482182,9.481648156482182,1.0
1572000,1.1693866,103.54736842105264,5.8320284,13.917613429779356,13.917613429779356,1.0
1584000,1.1624538,160.74,5.1622896,-1.4826984973180861,-1.4826984973180861,1.0
1596000,1.1599506,140.84848484848484,5.414971,10.187963193903366,10.187963193903366,1.0
1608000,1.1580766,127.98484848484848,4.7953,7.212239880114794,7.212239880114794,1.0
1620000,1.1557534,157.89583333333334,4.650607,2.8287505954504013,2.8287505954504013,1.0
1632000,1.1484067,308.6666666666667,5.28522,-11.827083187177777,-11.827083187177777,1.0
